ID;TITLE;YEAR;KEY;PUBLISHED INTO;PUBLICATION TYPE;BIBTEX;DATABASE;TYPE OF CONTRIBUTION;ABSTRACT;TREND;LLM ITERACTION;CONTEXTUAL INFO;APPROACH;SCOPE;FOCUS;BENCHMARK;LLMs USED;EVALUATION METRIC;TOOL
P108;LLM-Driven Testing for Autonomous Driving Scenarios;2024.0;PetrovicFLLM2024;C: FLLM;Conference;"@InProceedings{PetrovicFLLM2024,
author = {Petrovic, Nenad and Lebioda, Krzysztof and Zolfaghari, Vahid and Schamschurko, André and Kirchner, Sven and Purschke, Nils and Pan, Fengjunjie and Knoll, Alois},
booktitle = {2024 2nd International Conference on Foundation and Large Language Models (FLLM)},
series = {FLLM '24},
title = {LLM-Driven Testing for Autonomous Driving Scenarios},
year = {2024},
volume = {},
ISSN = {},
pages = {173--178},
doi = {10.1109/FLLM63129.2024.10852505},
url = {https://doi.org/10.1109/FLLM63129.2024.10852505},
publisher = {IEEE Computer Society},
address = {Dubai, United Arab Emirates},
month = {}}";Orig;New Method/Tool;"In this paper, we explore the potential of
leveraging Large Language Models (LLMs) for automated test generation based on free-form textual descriptions in area of automotive. As outcome, we implement a prototype and evaluate the proposed approach on autonomous driving feature scenarios in CARLA open-source simulation environment. Two pre-trained LLMs are taken into account for comparative evaluation: GPT-4 and Llama3. According to the achieved results, GPT-4 outperforms Llama3, while the presented approach speeds-up the process of testing (more than 10 times) and reduces cognitive load thanks to automated code generation and adoption of flexible simulation environment for quick evaluation.";High-Level Test Gen;Pure Prompting;None;Tool/Framework;Functional;Code/Procedure;No Bmk-Ds;Llama-family, GPT-family;%/Nº Correct/Error, Nº Tokens, Time;
P109;LLM-Driven, Self-Improving Framework for Security Test Automation: Leveraging Karate DSL for Augmented API Resilience;2025.0;PascaIEEEAccess2025;J: IEEE Access;Journal;"@article{PascaIEEEAccess2025,
author = {Pasca, Marian Emil and Delinschi, Daniela and Erdei, Rudolf and Matei, Oliviu},
journal = {IEEE Access},
title = {LLM-Driven, Self-Improving Framework for Security Test Automation: Leveraging Karate DSL for Augmented API Resilience},
year = {2025},
volume = {13},
ISSN = {},
pages = {56861--56886},
doi = {10.1109/ACCESS.2025.3554960},
url = {https://doi.org/10.1109/ACCESS.2025.3554960},
publisher = {IEEE Computer Society}}";Orig;New Method/Tool;Modern software architectures heavily rely on APIs, yet face significant security challenges, particularly with Broken Object Level Authorization (BOLA) vulnerabilities, which remain the most critical API security risk according to OWASP. This paper introduces Karate-BOLA-Guard, an innovative framework leveraging Large Language Models (LLMs) and Retrieval-Augmented Generation (RAG) techniques to automate security-focused test case generation for APIs. Our approach integrates vector databases for context retrieval, multiple LLM models for test generation, and observability tools for process monitoring. Initial experiments were carried out on three deliberately vulnerable APIs (VAmPI, Crapi, and OWASP Juice Shop), with subsequent validation on fifteen additional production APIs spanning diverse domains including social media, version control systems, financial services, and transportation services. Our evaluation metrics show Llama 3 8B achieving consistent performance (Accuracy: 3.1-3.4, Interoperability: 3.7-4.3) with an average processing time of 143.76 seconds on GPU. Performance analysis revealed significant GPU acceleration benefits, with 20-25x improvement over CPU processing times. Smaller models demonstrated efficient processing, with Phi-3 Mini averaging 69.58 seconds and Mistral 72.14 seconds, while maintaining acceptable accuracy scores. Token utilization patterns showed Llama 3 8B using an average of 36,591 tokens per session, compared to Mistral’s 25,225 and Phi-3 Mini’s 31,007. Our framework’s effectiveness varied across APIs, with notably strong performance in complex platforms (Instagram: A = 4.3, I = 4.4) while maintaining consistent functionality in simpler implementations (VAmPI: A = 3.6, I = 4.3). The iterative refinement process, evaluated through comprehensive metrics including Accuracy (A), Complexity (C), and Interoperability (I), represents a significant advancement in automated API security testing, offering an efficient, accurate, and adaptable approach to detecting BOLA vulnerabilities across diverse API architectures.;High-Level Test Gen;Pure Prompting;None;Tool/Framework;Non-Functional;Code/Procedure;Other;Mistral, Other, Llama-family, Phi-family;Accuracy, Other;Karate-BOLA-Guard
P110;LLM-enhanced evolutionary test generation for untyped languages;2025.0;YangASE2025;J: Aut. Soft. Eng.;Journal;"@article{YangASE2025,
author = {Yang, Ruofan and Xu, Xianghua and Wang, Ran},
journal = {Automated Software Engineering},
title = {LLM-enhanced evolutionary test generation for untyped languages},
year = {2025},
volume = {32},
number = {1},
ISSN = {},
pages = {37},
doi = {10.1007/s10515-025-00496-7},
url = {https://doi.org/10.1007/s10515-025-00496-7},
publisher = {Springer Science and Business Media LLC}}";Orig;New Method/Tool;Dynamic programming languages, such as Python, are widely used for their flexibility and support for rapid development. However, the absence of explicit parameter type declarations poses significant challenges in generating automated test cases. This often leads to random assignment of parameter types, increasing the search space and reducing testing efficiency. Current evolutionary algorithms, which rely heavily on random mutations, struggle to handle specific data types and frequently fall into local optima, making it difficult to generate high-quality test cases. Moreover, the resulting test suites often contain errors, preventing immediate usage in real-world applications. To address these challenges, this paper proposes the use of large language models to enhance test case generation for dynamic programming languages. Our method involves three key steps: analyzing parameter types to narrow the search space, introducing meaningful data during mutations to increase test case relevance, and using large language models to automatically repair errors in the generated test suites. Experimental results demonstrate a 16% improvement in test coverage, faster evolutionary cycles, and an increase in the number of executable test suites. These findings highlight the potential of large language models in improving both the efficiency and reliability of test case generation for dynamic programming languages;Unit Test Generation;Hybrid Prompting;Fine-Tuning;Tool/Framework;Functional;Code/Procedure;Pynguin, HumanEval;DeepSeekCoder, GPT-family;Test Coverage, Time;pytLMtester
P111;LLM4VV: Developing LLM-driven testsuite for compiler validation;2024.0;MunleyFGCS2024;J: FGCS;Journal;"@article{MunleyFGCS2024,
author = {Munley, Christian and Jarmusch, Aaron and Chandrasekaran, Sunita},
journal = {Future Generation Computer Systems},
title = {LLM4VV: Developing LLM-driven testsuite for compiler validation},
year = {2024},
volume = {160},
ISSN = {},
pages = {1--13},
doi = {10.1016/j.future.2024.05.034},
url = {https://doi.org/10.1016/j.future.2024.05.034},
publisher = {Elsevier BV}}";Orig;New Method/Tool;Large language models (LLMs) are a new and powerful tool for a wide span of applications involving natural language and demonstrate impressive code generation abilities. The goal of this work is to automatically generate tests and use these tests to validate and verify compiler implementations of a directive-based parallel programming paradigm, OpenACC. To do so, in this paper, we explore the capabilities of state-of-the-art LLMs, including open-source LLMs - Meta’s Codellama, Phind’s fine-tuned version of Codellama, Deepseek’s Deepseek Coder and closed-source LLMs - OpenAI’s GPT-3.5-Turbo and GPT-4-Turbo. We further fine-tuned the open-source LLMs and GPT-3.5-Turbo using our own testsuite dataset along with using the OpenACC specification. We also explored these LLMs using various prompt engineering techniques that include code template, template with retrieval augmented generation (RAG), one-shot example, one-shot with RAG, expressive prompt with code template and RAG. This paper highlights our findings from over 5000 tests generated via all the above mentioned methods. Our contributions include: (a) exploring the capabilities of the latest and relevant LLMs for code generation, (b) investigating fine-tuning and prompt methods, and (c) analyzing the outcome of LLMs generated tests including manually analysis of representative set of tests. We found the LLM Deepseek-Coder-33b-Instruct produced the most passing tests followed by GPT-4-Turbo;Unit Test Generation;Pure Prompting;Fine-Tuning;Tool/Framework;Functional;Code/Procedure;Other;CodeLlama, DeepSeekCoder, GPT-family;%/Nº Test Pass/Fail, Other;LLM4VV
P112;Optimizing Search-Based Unit Test Generation with Large Language Models: An Empirical Study;2024.0;XiaoInternetware2024;C: Internetware;Conference;"@InProceedings{XiaoInternetware2024,
author = {Xiao, Danni and Guo, Yimeng and Li, Yanhui and Chen, Lin},
booktitle = {Proceedings of the 15th Asia-Pacific Symposium on Internetware},
series = {Internetware '24},
title = {Optimizing Search-Based Unit Test Generation with Large Language Models: An Empirical Study},
year = {2024},
volume = {},
ISSN = {},
pages = {71--80},
doi = {10.1145/3671016.3674813},
url = {https://doi.org/10.1145/3671016.3674813},
publisher = {Association for Computing Machinery},
address = {Macau, China},
month = {}}";Orig;Evaluation;"Search-based unit test generation methods have been considered effective and widely applied, and Large Language Models (LLMs) have also demonstrated their powerful generation ability. Therefore, some scholars have proposed using LLMs to enhance search-based unit test generation methods and have preliminarily confirmed that LLMs can help alleviate the problem of test coverage plateaus. However, it is still unclear when and how LLMs should intervene in the time-consuming test generation process. This paper explores the application of LLMs at various stages of search-based test generation (SBTG) (including the initial stage, the test generation period, and the test coverage plateaus), as well as strategies for controlling the frequency of LLM intervention. A comprehensive empirical study was conducted on 486 Python benchmark modules from 27 projects. The experimental results show that 1) LLM intervention has a positive effect at any stage, whether to improve coverage over a fixed period or to reduce the time to reach a specific coverage; 2) a reasonable intervention frequency is crucial for LLMs to have a positive effect on SBTG. This work can better help understand when and how LLMs should be applied in SBTG and provide valuable suggestions for developers in practice.";Unit Test Generation;Pure Prompting;None;Tool/Framework;Functional;Optimization;Pynguin, BugsInPy;CodeLlama;Test Coverage, Time;
P113;Pay Attention! Human-Centric Improvements of LLM-based Interfaces for Assisting Software Test Case Development;2024.0;ShiUIST2024;C: UIST;Conference;"@InProceedings{ShiUIST2024,
author = {Shi, Billy and Kristensson, Per Ola},
booktitle = {Adjunct Proceedings of the 37th Annual ACM Symposium on User Interface Software and Technology},
series = {UIST Adjunct '24},
title = {Pay Attention! Human-Centric Improvements of LLM-based Interfaces for Assisting Software Test Case Development},
year = {2024},
volume = {},
ISSN = {},
articleno = {83},
numpages = {3},
doi = {10.1145/3672539.3686341},
url = {https://doi.org/10.1145/3672539.3686341},
publisher = {Association for Computing Machinery},
address = {Pittsburgh, PA, USA},
month = {}}";Orig;Survey;"Implementing automation testing is difcult and as a consequence there is a growing desire for semi-automated software testing systems with humans in the loop. Leveraging the growth of LLMs, recent research has demonstrated LLMs’ potential to improve performance on test generation, reporting, and bug triaging. However, relatively little work has explored the interactivity issues that emerge in semi-automated LLM-assisted software test case development. To fll this gap, we present two user studies (N1 = 16, N2 = 24) that investigate productivity, creativity, and user attention in three semiautomated LLM-assisted interaction strategies: (1) pre-emptive prompting; (2) bufered response; and (3) guided input.We fnd that pre-emptively prompting the user signifcantly enhances branch coverage and task creativity by more than 30% while reducing user’s of-task idle time by up to 48.7%. We conclude by suggesting concrete research directions applying mixed-initiative principles for LLM-based interactive systems for semi-automated software testing";Reflections;Pure Prompting;None;;;;No Bmk-Ds;GPT-family;Test Coverage, Other;
P114;PENTEST-AI, an LLM-Powered Multi-Agents Framework for Penetration Testing Automation Leveraging Mitre Attack;2024.0;BianouCSR2024;C: CSR;Conference;"@InProceedings{BianouCSR2024,
author = {Bianou, Stanislas G. and Batogna, Rodrigue G.},
booktitle = {2024 IEEE International Conference on Cyber Security and Resilience (CSR)},
series = {CSR '24},
title = {PENTEST-AI, an LLM-Powered Multi-Agents Framework for Penetration Testing Automation Leveraging Mitre Attack},
year = {2024},
volume = {},
ISSN = {},
pages = {763--770},
doi = {10.1109/CSR61664.2024.10679480},
url = {https://doi.org/10.1109/CSR61664.2024.10679480},
publisher = {IEEE Computer Society},
address = {London, United Kingdom},
month = {}}";Orig;New Method/Tool;In the digital transformation era, the surge of better development technologies and citizen developers disrupted the space of innovation by increasing the number and complexity of applications used in production. This context prompts advanced cybersecurity measures and more frequent and thorough penetration testing to protect an organization's security posture. The scarcity of skilled expertise in cybersecurity today makes it challenging to cope with the evolving challenge and the growing demand. This paper introduces PENTESTAI, a novel framework for penetration testing automation using Large Language Model (LLM)-powered agents leveraging the MITRE ATTACK knowledge base. The paper provides an overview of the current state of research on cybersecurity and LLM-powered agents, followed by a detailed description of PENTESTAI building blocks. A proof-of-concept implementation is discussed to validate the framework's core constructs. The paper concludes with suggestions for future research directions to achieve the highest level of penetration testing automation with average skilled human-agent collaboration and to create citizen penetration testers.;High-Level Test Gen;Pure Prompting;None;Agent;Non-Functional;Code/Procedure;No Bmk-Ds;GPT-family;No Eval.;PENTESTAI
P115;PENTESTGPT: evaluating and harnessing large language models for automated penetration testing;2024.0;DengUSENIXSecurity2024;C: USENIX Security;Conference;"@InProceedings{DengUSENIXSecurity2024,
author = {Deng, Gelei and Liu, Yi and Mayoral-Vilches, Víctor and Liu, Peng and Li, Yuekang and Xu, Yuan and Zhang, Tianwei and Liu, Yang and Pinzger, Martin and Rass, Stefan},
booktitle = {33rd USENIX Security Symposium (USENIX Security 24)},
series = {USENIX Security '24},
title = {PentestGPT: Evaluating and Harnessing Large Language Models for Automated Penetration Testing},
year = {2024},
volume = {},
ISSN = {},
pages = {847--864},
doi = {10.48550/arXiv.2308.06782},
url = {https://doi.org/10.48550/arXiv.2308.06782},
publisher = {USENIX Association},
address = {Philadelphia, PA, USA},
month = {}}";Orig;New Method/Tool;"Penetration testing, a crucial industrial practice for ensuring system security, has traditionally resisted automation due to the extensive expertise required by human professionals. Large Language Models (LLMs) have shown significant advancements in various domains, and their emergent abilities suggest their potential to revolutionize industries. In this work, we establish a comprehensive benchmark using real-world penetration testing targets and further use it to explore the capabilities of LLMs in this domain. Our findings reveal that while LLMs demonstrate proficiency in specific sub-tasks within the penetration testing process, such as using testing tools, interpreting outputs, and proposing subsequent actions, they also encounter difficulties maintaining a whole context of the overall testing scenario.

Based on these insights, we introduce PENTESTGPT, an LLM-empowered automated penetration testing framework that leverages the abundant domain knowledge inherent in LLMs. PENTESTGPT is meticulously designed with three self-interacting modules, each addressing individual sub-tasks of penetration testing, to mitigate the challenges related to context loss. Our evaluation shows that PENTESTGPT not only outperforms LLMs with a task-completion increase of 228.6% compared to the GPT-3.5 model among the benchmark targets, but also proves effective in tackling real-world penetration testing targets and CTF challenges. Having been open-sourced on GitHub, PENTESTGPT has garnered over 6,500 stars in 12 months and fostered active community engagement, attesting to its value and impact in both the academic and industrial spheres.
";High-Level Test Gen;Pure Prompting;None;Tool/Framework;Non-Functional;Code/Procedure;Other;Other, GPT-family;Other, Cost ($);PentestGPT
P116;PTGroup: An Automated Penetration Testing Framework Using LLMs and Multiple Prompt Chains;2024.0;WuICIC2024;C: ICIC;Conference;"@InProceedings{WuICIC2024,
author = {Wu, Lei and Zhong, Xiaofeng and Liu, Jingju and Wang, Xiang},
booktitle = {Advanced Intelligent Computing Technology and Applications: 20th International Conference, ICIC 2024, Tianjin, China, August 5--8, 2024, Proceedings, Part IX},
series = {ICIC '24},
title = {PTGroup: An Automated Penetration Testing Framework Using LLMs and Multiple Prompt Chains},
year = {2024},
volume = {},
ISSN = {},
pages = {220--232},
doi = {10.1007/978-981-97-5606-3_19},
url = {https://doi.org/10.1007/978-981-97-5606-3_19},
publisher = {Springer Nature Switzerland},
address = {Tianjin, China},
month = {}}";Orig;New Method/Tool;Abstract. Penetration testing is an effective means of maintaining network security. To address the challenge of high labor costs in traditional penetration testing, researchers have been investigating the potential of automated solutions. In this paper, we introduce an automated penetration testing framework with multi-agent characteristics, named PTGroup, which utilizes the prior knowledge and textual comprehension capabilities of Large Language Models (LLMs). The framework follows the operational mode of ReAct, executing a multi-round decision-making process through successive Thought-Act-Observe cycles, thereby sequentially accomplishing automated penetration testing tasks. We conducted experiments using different LLMs and demonstrated that our framework is capable of adapting to various LLMs. In addition, we proposed an approach to improve PTGroup’s adaptability to different vulnerability environments by designing multiple prompt chains and we demonstrated the efficacy of this approach through a series of experiments. Finally, we propose the directions for improvement of the PTGroup, encompassing the use of more specialized LLMs and the adoption of automated prompt chain generation.;High-Level Test Gen;Pure Prompting;None;Agent;Non-Functional;Code/Procedure;Other;GPT-family;%/Nº Vulnerabilities/exploits;PTGroup
P117;Quantizing Large-Language Models for Predicting Flaky Tests;2024.0;RahmanICST2024;C: ICST;Conference;"@InProceedings{RahmanICST2024,
author = {Rahman, Shanto and Baz, Abdelrahman and Misailovic, Sasa and Shi, August},
booktitle = {2024 IEEE Conference on Software Testing, Verification and Validation (ICST)},
series = {ICST '24},
title = {Quantizing Large-Language Models for Predicting Flaky Tests},
year = {2024},
volume = {},
ISSN = {},
pages = {93--104},
doi = {10.1109/ICST60714.2024.00018},
url = {https://doi.org/10.1109/ICST60714.2024.00018},
publisher = {IEEE Computer Society},
address = {Toronto, ON, Canada},
month = {}}";Orig;New Method/Tool;A major challenge in regression testing practice is the presence of flaky tests, which non-deterministically pass or fail when run on the same code. Previous research identified multiple categories of flaky tests. Prior research has also developed techniques for automatically detecting which tests are flaky or categorizing flaky tests, but these techniques generally involve repeatedly rerunning tests in various ways, making them costly to use. Although several recent approaches have utilized large-language models (LLMs) to predict which tests are flaky or predict flaky-test categories without needing to rerun tests, they are costly to use due to relying on a large neural network to perform feature extraction and prediction. We propose FlakyQ to improve the effectiveness of LLM-based flaky-test prediction by quantizing LLM’s weights. The quantized LLM can extract features from test code more efficiently. To make up for loss in prediction performance due to quantization, we further train a traditional ML classifier (e.g., a random forest) to learn from the quantized LLM-extracted features and do the same prediction. The final model has similar prediction performance while running faster than the non-quantized LLM. Our evaluation finds that FlakyQ classifiers consistently improves prediction time over the non-quantized LLM classifier, saving 25.4% in prediction time over all tests, along with a 48.4% reduction in memory usage. Furthermore, prediction performance is equal or better than the non-quantized LLM classifier.;Test Augmentation or Improvement;Hybrid Prompting;Fine-Tuning;Tool/Framework;Functional;Optimization;Other;CodeBert;Time, Resource Usage, ML-metrics;FlakyQ
P118;State Diagram Extension and Test Case Generation Based on Large Language Models for Improving Test Engineers’ Efficiency in Safety Testing;2024.0;SuISSREW2024;C: ISSRE;Conference;"@InProceedings{SuISSREW2024,
author = {Su, Qingran and Li, Xingze and Ren, Yuming and Ouyang, Xulang and Hu, Chunming and Yin, Yongfeng},
booktitle = {2024 IEEE 35th International Symposium on Software Reliability Engineering Workshops (ISSREW)},
series = {ISSREW '24},
title = {State Diagram Extension and Test Case Generation Based on Large Language Models for Improving Test Engineers' Efficiency in Safety Testing},
year = {2024},
volume = {},
ISSN = {},
pages = {287--294},
doi = {10.1109/ISSREW63542.2024.00092},
url = {https://doi.org/10.1109/ISSREW63542.2024.00092},
publisher = {IEEE Computer Society},
address = {Tsukuba, Japan},
month = {}}";Orig;New Method/Tool;Safety testing is a key method to ensure software quality. But the quality of the test depends on the level of the test engineers. The method of generating safety test cases based on state diagrams often perform poorly due to lack of personnel experience. Meanwhile, the manual construction of test cases constrains the improvement of safety testing efficiency. This article utilizes LLMs to achieve automated extension and testing of safety state diagrams. The main contributions include extracting safety properties from aviation standards and extending the basic state diagram with LLMs to enable safety testing capabilities. In addition, a genetic algorithm combining edge first depth traversal and LLMs optimization was proposed to improve the efficiency of test case generation. Compared to classical genetic algorithms, the average execution round achieved a 90% reduction. Our LLMs optimization strategy can also enhance other improved genetic algorithms, further improving the efficiency of safety testing.;High-Level Test Gen;Hybrid Prompting;Fine-Tuning;Tool/Framework;Non-Functional;Code/Procedure;Other;Qwen-family;Other;
P119;Symbolic Execution with Test Cases Generated by Large Language Models;2024.0;XuQRS2024;C: QRS;Conference;"@InProceedings{XuQRS2024,
author = {Xu, Jiahe and Xu, Jingwei and Chen, Taolue and Ma, Xiaoxing},
booktitle = {2024 IEEE 24th International Conference on Software Quality, Reliability and Security (QRS)},
series = {QRS '24},
title = {Symbolic Execution with Test Cases Generated by Large Language Models},
year = {2024},
volume = {},
ISSN = {},
pages = {228--237},
doi = {10.1109/QRS62785.2024.00031},
url = {https://doi.org/10.1109/QRS62785.2024.00031},
publisher = {IEEE Computer Society},
address = {Cambridge, United Kingdom},
month = {}}";Orig;New Method/Tool;Symbolic execution is a powerful program analysis technique. External environment construction and internal path explosion are two long-standing problems which may affect the effectiveness and performance of symbolic execution on complex programs. The intrinsic challenge is to achieve a sufficient understanding of the program context to construct a set of execution environments which can guide the selection of symbolic states. In this paper, we propose a novel program-context-guided symbolic execution framework LangSym based on program’s instruction/user manual. Leveraging the capabilities of natural language understanding and code generation in large language models (LLMs), LangSym can automatically extract the knowledge related to the functionality of the program, and generate adequate test cases and the corresponding environments as the prior knowledge for symbolic execution. We instantiate LangSym in KLEE, a widely adopted symbolic execution engine, to build a pipeline that could automatically leverage LLMs to boost the symbolic execution. We evaluate LangSym on almost all GNU Coreutils programs and considerable large-scale programs, showing that LangSym outperforms the existing strategies in KLEE with at least a 10% increase for line coverage.;High-Level Test Gen;Pure Prompting;None;Tool/Framework;Functional;Code/Procedure;GNU Core- utils;CodeLlama, Gemini, GPT-family;Test Coverage;LangSym
P120;Test Case Migration from Monolith to Microservices Using Large Language Models;2024.0;YehICEBE2024;C: ICEBE;Conference;"@InProceedings{YehICEBE2024,
author = {Yeh, Hang-Wei and Ma, Shang-Pin and Chen, Yi},
booktitle = {2024 IEEE International Conference on e-Business Engineering (ICEBE)},
series = {ICEBE '24},
title = {Test Case Migration from Monolith to Microservices Using Large Language Models},
year = {2024},
volume = {},
ISSN = {},
pages = {29--35},
doi = {10.1109/ICEBE62490.2024.00014},
url = {https://doi.org/10.1109/ICEBE62490.2024.00014},
publisher = {IEEE Computer Society},
address = {Shanghai, China},
month = {}}";Orig;New Method/Tool;Due to microservices' modularity, high scalability, and good fault tolerance, more and more software systems are transitioning from monolithic architectures to microservice architectures. In this migration process, the migration of test cases is a crucial step to ensure functional consistency and completeness before and after the migration, thereby maintaining the stability and reliability of the microservice system post-migration. However, despite numerous studies on architecture migration, there is still a lack of methods to efficiently convert test cases of monolithic systems into ones for the migrated microservices. Therefore, this study proposes a test migration approach based on Large Language Models (LLM), called LTM^3 (LLM-based Test Migration from Monolith to Microservices). During migration, LTM^3 identifies the correspondence between existing test cases and monolithic functions, the connections between monolithic functions and migrated microservices, and the dependencies between microservices. Subsequently, by utilizing LLM and appropriate prompting, the integration test cases of the monolithic system are transformed into contract test cases for each microservice. The experimental results showed that LTM^3 can effectively migrate most test cases, with only a tiny portion requiring manual adjustment.;Unit Test Generation, High-Level Test Gen;Pure Prompting;None;Tool/Framework;Functional;Code/Procedure;Other, Petstore/Petclinic;GPT-family;Other, Test Coverage;LTM^3
P121;Test-Agent: A Multimodal App Automation Testing Framework Based on the Large Language Model;2024.0;LiDTPI2024;C: DTPI;Conference;"@InProceedings{LiDTPI2024,
author = {Li, Youwei and Li, Yangyang and Yang, Yangzhao},
booktitle = {2024 IEEE 4th International Conference on Digital Twins and Parallel Intelligence (DTPI)},
series = {DTPI '24},
title = {Test-Agent: A Multimodal App Automation Testing Framework Based on the Large Language Model},
year = {2024},
volume = {},
ISSN = {},
pages = {609--614},
doi = {10.1109/DTPI61353.2024.10778901},
url = {https://doi.org/10.1109/DTPI61353.2024.10778901},
publisher = {IEEE Computer Society},
address = {Wuhan, China},
month = {}}";Orig;New Method/Tool;This paper introduces a multi-modal agent-based app automation testing framework, named Test-Agent, built on the Large Language Model (LLM), designed to address the growing challenges in mobile application automation testing.As mobile applications become more prevalent and emerging systems like Harmony OS Next and mini-programs emerge,traditional automated testing methods, which depend on manually crafting test cases and scripts, are no longer sufficient for cross-platform compatibility and complex interaction logic. The Test-Agent framework employs artificial intelligence technologies to analyze application interface screenshots and user natural language instructions. Combined with deep learning models,it automatically generates and executes test actions on mobile devices. This innovative approach eliminates the need for pre-written test scripts or backend system access, relying solely on screenshots and UI structure information. It achieves cross-platform and cross-application universality, significantly reducing the workload of test case writing, enhancing test execution efficiency, and strengthening cross-platform adaptability. Test Agent offers an innovative and efficient solution for automated testing of mobile applications.;High-Level Test Gen;Hybrid Prompting;None;Tool/Framework;Functional;Code/Procedure;Other;N/S;Time, Other;Test-Agent
P122;Towards LLM-Assisted System Testing for Microservices;2024.0;AlmutawaICDCSW2024;C: ICDCS;Conference;"@InProceedings{AlmutawaICDCSW2024,
author = {Almutawa, Mustafa and Ghabrah, Qusai and Canini, Marco},
booktitle = {2024 IEEE 44th International Conference on Distributed Computing Systems Workshops (ICDCSW)},
series = {ICDCSW '24},
title = {Towards LLM-Assisted System Testing for Microservices},
year = {2024},
volume = {},
ISSN = {},
pages = {29--34},
doi = {10.1109/ICDCSW63686.2024.00011},
url = {https://doi.org/10.1109/ICDCSW63686.2024.00011},
publisher = {IEEE Computer Society},
address = {Jersey City, NJ, USA},
month = {}}";Orig;New Method/Tool;As modern applications are being designed in a distributed, Microservices Architecture (MSA), it becomes increasingly difficult to debug and test those systems. Typically, it is the role of software testing engineers or Quality Assurance(QA) engineers to write software tests to ensure the reliability of applications, but such a task can be labor-intensive and time-consuming. In this paper, we explore the potential of Large Language Models (LLMs) in assisting software engineers in generating test cases for software systems, with a particular focus on performing end-to-end (black-box) system testing on web-based MSA applications. We present our experience building Kashef,a software testing tool that utilizes the advanced capabilities of current LLMs in code generation and reasoning, and builds on top of the concept of communicative agents.;High-Level Test Gen;Pure Prompting;None;Agent;Functional;Code/Procedure;Other;CodeLlama, GPT-family, Llama-family;Other, No Eval.;Kashef
P123;Unit Test Generation using Large Language Models for Unity Game Development;2024.0;PaduraruFaSE4Games2024;C: FASeG;Conference;"@InProceedings{PaduraruFaSE4Games2024,
author = {Paduraru, Ciprian and Stefanescu, Alin and Jianu, Augustin},
booktitle = {Proceedings of the 1st ACM International Workshop on Foundations of Applied Software Engineering for Games},
series = {FaSE4Games '24},
title = {Unit Test Generation using Large Language Models for Unity Game Development},
year = {2024},
volume = {},
ISSN = {},
pages = {7--13},
doi = {10.1145/3663532.3664466},
url = {https://doi.org/10.1145/3663532.3664466},
publisher = {Association for Computing Machinery},
address = {Porto de Galinhas, Brazil},
month = {}}";Orig;New Method/Tool;Challenges related to game quality, whether occurring during initial release or after updates, can result in player dissatisfaction, media scrutiny, and potential financial setbacks. These issues may stem from factors like software bugs, performance bottlenecks, or security vulnerabilities. Despite these challenges, game developers often rely on manual playtesting, highlighting the need for more robust and automated processes in game development. This research explores the application of Large Language Models (LLMs) for automating unit test creation in game development, with a specific focus on strongly typed programming languages like C++ and C#, widely used in the industry. The study centers around fine-tuning Code Llama, an advanced code generation model, to address common scenarios encountered in game development, including game engines and specific APIs or backends. Although the prototyping and evaluations primarily occurred within the Unity game engine, the proposed methods can be adapted to other internal or publicly available solutions. The evaluation outcomes demonstrate the effectiveness of these methods in enhancing existing unit test suites or automatically generating new tests based on natural language descriptions of class contexts and targeted methods.;Unit Test Generation, Test Augmentation or Improvement;Pure Prompting;Fine-Tuning;Tool/Framework;Functional;Code/Procedure;Other;CodeLlama;%/Nº Compile-Build, Test Coverage, %/Nº Test Pass/Fail;
